SO;DN;INV;Posting Date;Due Date;Customer;Qty;UOM;Territory;Sales Term;Grand Total
SO04359;DN03566;INV02569;2012-11-01;2012-10-31;Subur Baru Medan 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04350;DN03562;INV02564;2012-11-01;11/15/2012;Naga Mas (Bintang Mas) Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,250,000
SO04349;DN03570;INV02626;2012-11-01;2012-10-31;Bahagia Jaya By pass 1;500;Sak;Medan;S Terms CBD;20,000,000
SO04348;DN03568;INV02623;2012-11-01;2012-10-31;Bima Maju Binjai 1;500;Sak;Binlangkar;S Terms CBD;20,250,000
SO04330;DN03560;INV02560;2012-11-01;2012-10-31;Tetap Jaya Kisaran 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04316;DN03565;INV02568;2012-11-01;2012-11-15;Mandiri Jaya Marendal 1;500;Sak;Medan;S Terms TOP 14 Day;20,125,000
SO04310;DN03573;INV02630;2012-11-01;2012-11-15;Indomas Kisaran 1;500;Sak;Serkibata;S Terms TOP 14 Day;20,125,000
SO04306;DN03563;INV02566;2012-11-01;2012-10-31;US Siantar 1;500;Sak;Sibatopasa;S Terms CBD;20,000,000
SO04285;DN03564;INV02567;2012-11-01;2012-10-31;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19,650,002
SO04284;DN03559;INV02554;2012-11-01;2012-10-31;Tiga Saudara Tebing 1;500;Sak;Serkibata;DO Terms;19,750,000
SO04277;DN03567;INV02621;2012-11-01;2012-11-15;Berkat Grand Angrek 1;500;Sak;Medan;S Terms TOP 14 Day;20,500,013
SO04266;DN03561;INV02563;2012-11-01;2012-10-31;Utama Bangunan Batubara 1;500;Sak;Serkibata;DO Terms;19,650,002
